ad,title,url,loc,scrape stamp,lat,long,addr,scrape date,source
"I studied the ancient secrets in China and have now brought those secrets to America to share with you.  Let me show you ancient ways that can bring you intense bliss and relaxation.  Let me serve you.  Ninety minutes of luxurious oil rubbed into your aching body is only $100.  You will leave feeling like a new man, ready to do anything.  I have a pretty face and the perfect sharp of body. Please help me make my transition to America seamless by coming by and letting me take you to heaven.Please give me a call or text me at   show contact info and let me help you soon. Deep tissue/Swedish/shiatsu/tuina/Thai massage Hot stone/lomilomi.Rates:30 minutes = $4560 minutes =$7090 minutes =$100Do NOT have walk ins. APPOINTMENTS ONLY.Contact:   show contact info  CASH PREFERRED",???? Asian 30s women wants to show you Orient secrets??,https://washingtondc.craigslist.org/nva/thp/d/asian-30s-women-wants-to-show/6318339751.html,"vienna,dc,va",9/23/2017 17:33,38.8458,-77.3242,NULL,12/14/2017,CL
"New World Therapy provides you with the Ultimate in Massage Therapy!We offer: Shaitsu, Swedish Massage, Hot Stone Therapy, Deep Tissue and Aromatherapy Refresh with a Luxurious Table Shower. We now Offer a Choice of 4 Naturally Scented Organic Soaps!  VISIT & RELAX TODAY!  Relax in a Comfortable Private Room, with Soothing Music. Unwind with a Nice Natural Wood Hot Sauna, Never feel rushed. Enjoy a Soothing Massage with Our friendly Asian Staff Open 7 Days Call Us Now! Newly Refreshed Facilty!9:30AM to 11:00PM",((Tranquility))= Zen= ((Asian Massage Treatment))! Total Relaxation!,https://washingtondc.craigslist.org/nva/thp/d/tranquility-zen-asian-massage/6318288033.html,"Herndon,Reston,Dulles,Sterling,Ashburn",9/23/2017 16:53,38.9682,-77.3971,1039 STERLING RD. SUITE,12/14/2017,CL
"_____[[___GRAND  OPENING ! ]]_____Let Our Beautiful Asian Staff Pamper U Today!Nothing Compares to Our Magical Asian MassageDeep Tissue / Swedish / Shiatsu MassageLuxurious Shower / Dry SaunaOPEN DAILY 10 TO 10~*~ Walk-Ins Welcome ~*~Treat Yourself To a Best Relaxing Asian BodyworkFeel Better Today..The Oriental Way8450 Tyco Rd. Suite-C Vienna, VA. 22182",_________You DESERVE the BEST MASSAGE of ALL TIME _________________,https://washingtondc.craigslist.org/nva/thp/d/you-deserve-the-best-massage/6318285665.html,"TYSON,S",9/23/2017 16:51,38.9335,-77.2367,8450 TYCO RD,12/14/2017,CL
====== $$$$$$  Special $50/Hour  $$$$$$ ======*************CRYSTAL MASSAGE************======GRAND OPENING! CRYSTAL MASSAGE======MILITARY DISCOUNT 10 %ShiatsuDeep TissueSwedishBack WalkChinese MassageTable Shower We accept credit cardsCALL NOW show contact,$$$$$$ Special $50/Hour $$$$$$,https://washingtondc.craigslist.org/nva/thp/d/special-50-hour/6318246804.html,Herndon,9/23/2017 16:22,38.9666,-77.3663,102 ELDEN STREET,12/14/2017,CL
"RT. ONE MASSAGE THERAPYRT.1 Is The Place To Be ForYour Much Needed Relaxation!==============================TEL: 7 0 3 - 4 9 1 - 6 0 0 0==============================Ultra-Refreshing Clean Shower IncludedDeep Tissue / Swedish / Shiatsu MassageAccept No Substitute ! - We Are The Best !Open 9AM - 10PM - DailyAsian Massage With Energy...........Will Put The Spring Back In Your StepVisit Us Today!13628 Jefferson Davis Hwy. Suite #2 2nd FL. Woodbridge, VA. 22191",______The Best Massage In Town!___UPSCALE RT. ONE THERAPY___,https://washingtondc.craigslist.org/nva/thp/d/the-best-massage-in/6318205558.html,WOODBRIDGE,9/23/2017 15:52,38.6566,-77.2508,13628 JEFFERSON DAVIS HWY,12/14/2017,CL
"__ * Swan Therapy * __show contact info*  a Top Luxury Oriental Therapy *You Won\'t Find a Better Asian Staff Anywhere Deep Tissue / Swedish / Shiatsu   Clean Shower Is Available  Open Everyday - 10AM To 10PM5146 Leesburg Pike 2ND. FL. Alexandria, VA 22302  Time to enjoy our top notch services & luxurious Spa""""",===?=G=R=A=N=D==O=P=E=N=I=N=G == F=A=B=U=L=O=U=S == A=S=I=A=N=======,https://washingtondc.craigslist.org/nva/thp/d/grandopening-fabulous-asian/6318204767.html,ALEXANDRIA,9/23/2017 15:51,38.8453,-77.1162,5146 LEESBURG PIKE,12/14/2017,CL
"Hello FriendsThis is our unique fusion massage therapy, relieve pain and stress, relax mind and body restore energy flow.Enjoy the care of a professional in a safe clean environment.Soothing sounds, warm towels, clean linens, I use light unscented warm oil or lotion of the highest quality.Deep Tissue, Swedish, Acupressure, Cupping, Reflexology, Hot-Stone MassagesFor Ladies and gentleman, Walk ins are welcome .... Appointments are appreciated.Call us 9AM-10PM, Mon. to Sun....  show contact info; YIZ SPA 6051F Arlington Blvd, falls church, VA 22044Out call: after 8pm, Mon. to Sun,  120$/60min plus 20$ travel",NEW Asian Staff 60$/h (Please Call 703-577-6199) -- at Falls Church,https://washingtondc.craigslist.org/nva/thp/d/new-asian-staff-60-please/6318200002.html,"Falls,Church",9/23/2017 15:48,38.8589,-77.1548,6051 F ARLINGTON BLVD,12/14/2017,CL
"~*Relaxing your soul and body~We have the best experienced Female Asian Massage therapists. We offer a clean, quiet and private room for your relaxation. You deserve to enjoy your relax time here!!We offer many types of massage for you to relief stress. Services Provided:AcupressureSwedishShiatsuDeep tissueFoot ReflexologyRates: 80 for an hour. Call or Text for making an appointment:  show contact info AliceOpening hours: 10am - 10pm everydayAddress: 5205-B Lyngate Court, Burke, VAYou will be satisfied by our professional service.",?~*????Great Therapists!! Best & Professional Massage!!,https://washingtondc.craigslist.org/nva/thp/d/great-therapists-best/6318169058.html,NULL,9/23/2017 15:26,38.8097,-77.2574,"5205 LYNGATE COURT, SUITE B",12/14/2017,CL
"Luxurious environment with effective body work. Our highly trained staff will provide you with a wonderful relaxing experience. COME EASE THE PAIN ,AND ACHES, AND SOOTHE THE SORE AND TENSE MUSCLES TODAY                                                      SWEDISH MASSAGE                                                          FOOT REFLEXOLOGY                                                          HOT STONE MASSAGE                                              CALL:  show contact info OR  show contact info WALK- INS ARE WELCOME                                                             CASH  CREDIT CARDS ACCEPTED                                               ADDRESS: 5134 LEESBURG PIKE SUITE 200, ALEXANDRIA VA                                                                            OPEN: 6 DAYS A WEEK.                                                                      MONDAY-FRIDAY 10AM-8PM                                                                          SATURDAY: 10AM-7PM",?????? 5 STAR AMAZING MASSAGE BY LATIN STAFF??,https://washingtondc.craigslist.org/nva/thp/d/5-star-amazing-massage-by/6318147056.html,Alexandria,9/23/2017 15:11,38.8453,-77.1159,5134 LEESBURG PIKE,12/14/2017,CL
I am a licensed massage therapist with 8 years of experienceI am a graduate of the Piedmont School of Massage in VirginiaI offer a private studioThe picture included is of me and my studioCome experience and hour or more of relaxationChoose your modalityUnder candle light and classical musicWood stove snug and warmYou are welcome to bring your own musical selectionsI am available every day by appointmentSeveral hours of notice are requiredI am flexible and available for evening sessions for those who work lateA shower and fresh linens are at your fingertipsAll sessions are reserved by phone only.....no text ...no emailsI am picky about my clients as you are about your massage therapistHours of availability7 days a week10 am until midnight,A Simply Exquisite Massage by Nena,https://washingtondc.craigslist.org/nva/thp/d/simply-exquisite-massage-by/6318135309.html,NOVA,9/23/2017 15:03,38.676,-77.3163,NULL,12/14/2017,CL
"[__UNDER NEW MANAGEMENT__]Deep Tissue / Swedish / Shiatsu MassageRelaxing Music, Quiet, ComfortableAroma Therapy & Clean Roomsshow contact infoOPEN 7 DAYS : 10AM - 10PMCNC THERAPY CENTER727 Elden St. Suite - 200C, Herndon, VA 20170Main Street Bank 2nd Floor and Parking in the Back of the Building.Enter into the Fire Station side on the Spring Street",*?* ___ FANTASTIC ___ MASSAGE ____ WITH ____ ULTIMATE ___ RESULT! __,https://washingtondc.craigslist.org/nva/thp/d/fantastic-massage-with/6318133719.html,____HERNDON,9/23/2017 15:02,38.9694,-77.3856,727 ELDEN ST,12/14/2017,CL
"Refresh Mind & Body With an Asian Relaxation[__WORLD-CLASS SERVICE - ORIENTAL MASSAGE EXPERTS__]A tranquil oasis where worries quickly vanishLavishness beyond your expectationsServices that deliver unsurpassed relaxation & rejuvenationDeep Tissue / Swedish / Shiatsu MassageLuxurious  T. Shower / New Asian StaffTEL:  show contact infoOPEN DAILY 10AM TO 9PMPALMTREE THERAPYLocation: 6277 FRANCONIA RD. ALEXANDRIA, VA 22310",^*^_______PALMTREE THERAPY______^*^*^__________FANTASTIC MASSAGE____,https://washingtondc.craigslist.org/nva/thp/d/palmtree-therapyfantastic/6318131176.html,ALEXANDRIA,9/23/2017 15:00,38.7796,-77.1548,6277 FRANCONIA RD,12/14/2017,CL
JJ Massage offers several massages that will be sure to bring you relaxation and rejuvenation!Our current special includes $50/1HR Deep TissueWe also offer $80/90MIN and gift certificatesCall now to make a reservation at  show contact info or walk right in!Our Hours:Weekdays - 10AM-9:30PMWeekends - 10:30AM-9:00PM,"Relax and rejuvenate, new professional masseuse! Daily special ??",https://washingtondc.craigslist.org/nva/thp/d/relax-and-rejuvenate-new/6318113387.html,Vienna,9/23/2017 14:48,38.9081,-77.2566,111 BERRY ST SE SUITE 102,12/14/2017,CL
"********Enjoy the best Asian massage in our nice clean new place**********Relieve tension and pain, your stress will melt away. Relaxing Asian massage , relaxing environment, soft lights and music .-~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~-Come and enjoy a relaxing day!We have the most pleasant tranquil and peaceful surroundings.We offer high quality massage.come!!!you will belive us.Call us today **  show contact info **Open 7 days Monday to sunday {9:30am --- 10:30pm}Address: 1358 old bridge rd, woodbridge, VA,22192 Next to Title Max store, in the back of complex.~~~~~~~(Lunch Time promotions 2pm before $10 off)~~~~~~~~MasterCard or Visa card accept do NOT contact me with unsolicited services or offers",Grand Opening!Time Theragy,https://washingtondc.craigslist.org/nva/thp/d/grand-openingtime-theragy/6317839141.html,"old,bridge,Rd,woodbridge",9/23/2017 11:57,38.675,-77.2569,1358 OLD BRIDGE RD,12/14/2017,CL
"The enjoyment of luxury , High-end private day spa . Personal treatment for men & woman . Massage - Facial - Water Therapy - Table Shower - Skin care - Hair Treatment Both Male & Female Therapists Available Appointment Required Please call :  show contact infoPRINCE SALON & SPA8296 Old Courthouse Rd, Ste-BTysons , VA 22182www.princesalonspa.com","?????Luxury Table Shower Massage ,Grand Opening",https://washingtondc.craigslist.org/nva/thp/d/luxury-table-shower-massage/6317749695.html,"Tysons,Corner",9/23/2017 10:59,38.9144,-77.2306,8269 OLD COURTHOUSE RD,12/14/2017,CL
"New World Therapy provides you with the Ultimate in Massage Therapy!We offer: Shaitsu, Swedish Massage, Hot Stone Therapy, Deep Tissue and Aromatherapy Refresh with a Luxurious Table Shower. We now Offer a Choice of 4 Naturally Scented Organic Soaps!  VISIT & RELAX TODAY!  Relax in a Comfortable Private Room, with Soothing Music. Unwind with a Nice Natural Wood Hot Sauna, Never feel rushed. Enjoy a Soothing Massage with Our friendly Asian Staff Open 7 Days Call Us Now! Newly Refreshed Facilty!9:30AM to 11:00PM","!!!Want A Great Massage? Quality Therapy, Refresh & Renew Today!!!",https://washingtondc.craigslist.org/nva/thp/d/want-great-massage-quality/6318039071.html,"Herndon,Sterling,Dulles,Chantilly,Reston",9/23/2017 14:01,38.9683,-77.3971,1039 STERLING RD. SUITE 102,12/14/2017,CL
----------*Grand Opening*---------^^ ----------- Help for Health --------^^**  show contact info** show contact info(2800 Gallows Road Vienna)~~Professional therapy Asian Massage~~~~Your satisfaction is our ultimate goal~~~~Best massage with the lowest pr,-------*Grand Opening*-------Help for Health ------** 571-366-0063,https://washingtondc.craigslist.org/nva/thp/d/grand-opening-help-for-health/6318001973.html,"google,map",9/23/2017 13:38,38.8777,-77.2274,2800 GALLOWS ROAD,12/14/2017,CL
"A refined, mature blonde skilled in delivering a symphony of luxurious and relaxing rub down services to the discriminating professional gentlemen of any age. My patrons know they are worth it and prefer to treat themselves to only the best. My rub down services are best tailored to those who understand that experience is definitely better.I am an Eastern European woman with soft beautiful skin and talented hands who knows my craft and always takes my time to deliver only the best.Available by appointment from 8:00 am to 10:00 pmBecky  show contact info NO TEXTING",*!* Eastern European Rub Down *!*,https://washingtondc.craigslist.org/nva/thp/d/eastern-european-rub-down/6317980467.html,"private,home,Alexandria,Va",9/23/2017 13:25,38.8252,-77.1797,LOGSDON DR. AT LITTLE RIVER TURNPIKE,12/14/2017,CL
"['WELCOME! to Oriental Nature Health in Vienna, VA.  We provide Chinese therapeutic massage, including Tuina, Accupressure, and Deep Tissue massage techniques.  Foot massage and hot stone therapy is also available.Conveniently located in Northern Virginia at 2110A Gallows Rd., 2nd floor, Vienna, VA 22182, between Rt.50 (Arlington Blvd) and Rt.7 (Leesburg Pike).  Walk-ins welcome, please call for appointments st  show contact info.  Hours Monday-Saturday 10-10, Sunday 11-9.Rates: 30 min./$4060 min./$6090 min./$90Visa/MC welcomeWE LOOK FORWARD TO SEEING YOU!",Your Best Chinese Therapeutic Massage is at Oriental Spa,https://washingtondc.craigslist.org/nva/thp/d/your-best-chinese-therapeutic/6317960545.html,"['Vienna,Tysons,Corner,Merrifield",9/23/2017 13:13,38.9043,-77.2229,NULL,12/14/2017,CL
"COME SEE US TODAY!!CALL TO MAKE AN APPOINTMENT OR JUST WALK IN.EDSALL THERAPY6559 EDSALL RD. SPRINGFIELD, VA. 22151Tel:   show contact info   We are located near Rt. 395; Exit 2B for Edsall Road     . . . . . . . . . . . . . Wonderful Licensed Massage Therapists Offering:. Deep Tissue Massage. Swedish Massage. Shiatsu Massage. Shower. Relaxing Atmosphere  . . . . . . . . . . . 1 Hour - $801/2 Hour - $60Hours  10 AM - 10 PMOpen 7 Days (except holidays)VISA. . MasterCard. . DiscoverHave a Nice Day!!!",• • Edsall Therapy • • 703-914-0050 • •,https://washingtondc.craigslist.org/nva/thp/d/edsall-therapy/6317957801.html,"Springfield,Mixing,Bowl",9/23/2017 13:11,38.8029,-77.2116,NULL,12/14/2017,CL
"WELCOME! to Manassas Therapy in Manassas, VA.We provide Chinese therapeutic massage, includingTuina, Accupressure, and Deep Tissue massage techniques.Foot massage and hot stone therapy are also available.Conveniently located in Northern Virginia at 8647 MathisAve., Suite 101, Manassas, VA 20110, in the CobblestoneBusiness Center across from the Best Western, one blocknorth of Rt. 28 (Centreville Rd.).Walk-ins welcome, please call for appointments at  show contact info.Hours Monday-Saturday 10-10, Sunday 11-9.Rates:30 min./$4060 min./$6090 min./$100Visa/MC welcomeWE LOOK FORWARD TO SEEING YOU!",Your Best Oriental Massage is at Manassas Therapy,https://washingtondc.craigslist.org/nva/thp/d/your-best-oriental-massage-is/6317957491.html,"Manassas,Centreville,Chantilly",9/23/2017 13:11,38.7672,-77.4565,MATHIS AVE. AT BREEDEN AVE.,12/14/2017,CL
"Treat yourself to a therapeutic relaxing retreat at the end of your working day!Privates rooms with shower available.hot towelAromatic oils With excellent coneccion between my hands and your bodyyou can try 15,30 minutes one hour or more30 munites $60One hour $100we accept credit card free parking lot3257 columbia pike Arlington va 22204 call to make app at  show contact info",Romantic massage,https://washingtondc.craigslist.org/nva/thp/d/romantic-massage/6317953834.html,Arlington,9/23/2017 13:09,38.8615,-77.0901,3257 COLUMBIA PIKE,12/14/2017,CL
"__ * Swan Therapy * __show contact info*  a Top Luxury Oriental Therapy *You Won\'t Find a Better Asian Staff Anywhere Deep Tissue / Swedish / Shiatsu   Clean Shower Is Available  Open Everyday - 10AM To 10PM5146 Leesburg Pike 2ND. FL. Alexandria, VA 22302  Time to enjoy our top notch services & luxurious Spa""""","***====***__FANTASTIC, SWEET SMILES & GREAT MASSAGE__***====***",https://washingtondc.craigslist.org/nva/thp/d/fantastic-sweet-smiles-great/6317935014.html,ALEXANDRIA,9/23/2017 12:57,38.8453,-77.1162,5146 LEESBURG PIKE,12/14/2017,CL
"Hello gentlemen.  My name is Clemence.I am an attractive mature European lady from France.  I offer a quality bodyrub with a no rush attitude.If you are looking for a specialized bodyrub, then you need to look no further.Please call for an appointment.  Texts will not be responded to.Clemence  show contact info",Massage by Clemence,https://washingtondc.craigslist.org/nva/thp/d/massage-by-clemence/6317923304.html,Arlington,9/23/2017 12:50,38.8975,-77.1235,GLEBE RD AT LEE HIGHWAY,12/14/2017,CL
