cl_ad_title,cl_url,cl_location,cl_ad,cl_ad_dt,cl_lat,cl_lon,cl_ad_street_addr,date_retrieved,data_source
"===?=G=R=A=N=D==O=P=E=N=I=N=G == F=A=B=U=L=O=U=S == A=S=I=A=N=======",https://washingtondc.craigslist.org/nva/thp/d/grandopening-fabulous-asian/6315473006.html,ALEXANDRIA,"__ * Swan Therapy * __show contact info*  a Top Luxury Oriental Therapy *You Won\'t Find a Better Asian Staff Anywhere Deep Tissue / Swedish / Shiatsu   Clean Shower Is Available  Open Everyday - 10AM To 10PM5146 Leesburg Pike 2ND. FL. Alexandria, VA 22302 " Time to enjoy our top notch services & luxurious Spa"","9/21/2017 15:58",38.8453,-77.1162,"5146 Leesburg Pike",2017-09-24,CL1
"***Best new asian massage $45/hr** Foot Massage $39/Hr (703-490-2381)",https://washingtondc.craigslist.org/nva/thp/d/best-new-asian-massage-45-hr/6315411286.html,Woodbridge,"We have the best Asian Massage therapists. We offer a quiet and calm room for your relaxation. Special: Swedish Massage- $45/hr*New* Foot Massage $39/Hr *New* Combo Massage $49/Hr - 30min Foot Massage and 30min Body MassageFoot Massage w/ Detox(70min) - $45We have many types of massage(Deep Tissue-$60/hr, Swedish-$45/hr, Hot Stone-$80/hr, etc.), Waxing, and foot reflexology.Come in for the 6th time and you will get a 50% off on any massage(Ask for more details)Make a reservation now! Call  show contact infoAddress: Minnieville Shopping Center Across from Wawa Gas Station and behind Jiffy Lube2878 Garber Way Woodbridge, VA 22192 Tel:  show contact infoCash onlyHours: Mon-Fri 10:00am-9:30pm Sat-Sun 10:30am-9:00pm","9/21/2017 15:17",38.6607,-77.2987,"2878 Garber Way",2017-09-24,CL1
"M4M, Surprise ! $51/hr,   Male Massage Therapist ForMen and Women",https://washingtondc.craigslist.org/nva/thp/d/m4m-surprise-51-hr-male/6315399820.html,woodbridge,"TEXT AT  show contact info  or   show contact info to make an appointment !  thanks .Promotion !!    $51/hr ( before  4pm /Mon--Fri/September and October )M4M, New Arrival,Handsome Male Certified Massage Therapistwe can make your stress, pain and fatigue disappear. Stop by if you need to tend to sore muscles, or just relax. Make an appointment today for a massage with a masculine approach.we offerDeep Tissue / Swedish / Shiatsu MassageComfortable & Clean Private RoomsTable Shower Available original1 hour -- $71          1hour   4 hands ----$12190 min -- $101         90min   4 hands ---$191( include shower )tips are welcomeText us to : show contact info or  show contact info for an appointment table shower free M4M MassageMonday - Friday: 9:00 am to 11:00 pmSaturday - Sunday: All Day","9/21/2017 15:09",38.6512,-77.3069,"3135 golansky  blvd",2017-09-24,CL1
"*?* ___ FANTASTIC ___ MASSAGE ____ WITH ____ ULTIMATE ___ RESULT! __",https://washingtondc.craigslist.org/nva/thp/d/fantastic-massage-with/6315383787.html,____HERNDON,"[__UNDER NEW MANAGEMENT__]Deep Tissue / Swedish / Shiatsu MassageRelaxing Music, Quiet, ComfortableAroma Therapy & Clean Roomsshow contact infoOPEN 7 DAYS : 10AM - 10PMCNC THERAPY CENTER727 Elden St. Suite - 200C, Herndon, VA 20170Main Street Bank 2nd Floor and Parking in the Back of the Building.Enter into the Fire Station side on the Spring Street","9/21/2017 14:59",38.9694,-77.3856,"727 Elden St",2017-09-24,CL1
"________ ENJOY UR DAY WITH THE BEST ASIAN MASSAGE ________",https://washingtondc.craigslist.org/nva/thp/d/enjoy-ur-day-with-the-best/6315382780.html,"ANNANDALE,SPRING,FIELD","J & J WELLNESS Take a Mini Vacation To Our Place Today![__The Best Asian Relaxation Massage__]From Basic Swedish To AdvancedDeep-Tissue And ShiatsuAccept No Substitute ! - We Are The Best !Experience the Difference. Nothing compares! " GRAND OPENING ! - NEW !! "5101 Backlick Rd. Unit-H Annandale, VA 22003Open Daily 10am To 10pm7 0 3 - 6 4 2 - 0 9 7 0Turn Into Springdale Professional CenterDrive 217 ft Then turn right Then Drive Strightand It\'s on Your Left","9/21/2017 14:59",38.8139,-77.1848,"5101 Backlick Rd",2017-09-24,CL1
"IIIIIIIII_One visit and you will believe Us!_BEST ASIAN MASSAGE!______",https://washingtondc.craigslist.org/nva/thp/d/iiiiiiiiione-visit-and-you/6315382139.html,Alexandria,"["There is Actually Only One Really Perfect TherapyCome Visit Us & You'll See Why !The Perfect Excuse to Enjoy a Relaxing Massage TodaySwedish / Deep-Tissue / Shiatsu MassageImperial Therapy is Open For Your Relaxation & Stress Relief Come Indulge In An Relaxing Asian MassageThat Will Leave You Glowing From Top To ToeWalk Ins Welcome & No Appointment Required[__WORLD CLASS MASSAGE SERVICE__]show contact infoOpen Daily: 10AM - 10PMImperIMPERIAL THERAPY6387 Little River Turnpike, Alexandria, VA 22312Conveniently Located Just Off 395 on Little River Turnpike "]","9/21/2017 14:58",38.8198,-77.1512,"6387 Little River Turnpike",2017-09-24,CL1
"^*^_______PALMTREE THERAPY______^*^*^__________FANTASTIC MASSAGE____",https://washingtondc.craigslist.org/nva/thp/d/palmtree-therapyfantastic/6315381627.html,ALEXANDRIA,"Refresh Mind & Body With an Asian Relaxation[__WORLD-CLASS SERVICE - ORIENTAL MASSAGE EXPERTS__]A tranquil oasis where worries quickly vanishLavishness beyond your expectationsServices that deliver unsurpassed relaxation & rejuvenationDeep Tissue / Swedish / Shiatsu MassageLuxurious  T. Shower / New Asian StaffTEL:  show contact infoOPEN DAILY 10AM TO 9PMPALMTREE THERAPYLocation: 6277 FRANCONIA RD. ALEXANDRIA, VA 22310","9/21/2017 14:58",38.7796,-77.1548,"6277 FRANCONIA RD",2017-09-24,CL1
"* Wonderful Asian Massage by Friendly and Well Trained Enlive staff *_",https://washingtondc.craigslist.org/nva/thp/d/wonderful-asian-massage-by/6315381411.html,"TYSON,S,CORNER,VA","Luxurious Asian Massage=====*   ENLIVEN THERAPY    *=====" WORLD-CLASS SERVICE " Relax Your Body And Mind With A Rejuvenating, Refreshing, And Restorative Massage" We Truly Are The Best & The Best Asian Massage " || Swedish || Deep Tissue || Shiatsu Massage |||| Refreshing Shower || Dry Sauna ||Open  7 days a week: 10:00am-10pm _______show contact info_______8472-D TYCO ROAD, VIENNA, VA 22182CLICK HERE * MAP","9/21/2017 14:58",38.9330,-77.2377,"8472 TYCO RD",2017-09-24,CL1
"FEEL YOUR BEST-  Therapeutic Massage, Male CMT",https://washingtondc.craigslist.org/nva/thp/d/feel-your-best-therapeutic/6315380977.html,"Alexandria,Landmark","Therapeutic massage can help you achieve your fullpotential-  Mind, Body and Spirit.I use a combination of Deep tissue, Range of motion,some stretching, Relaxing Swedish touch and Reiki.Strong caring hands and a gentle heart-YOU RELAX & ENJOY!Michael, LCMTshow contact info(Phone calls only- no blocked numbers)Therapeutic massage can help you achieve your fullpotential-  Mind, Body and Spirit.I use a combination of Deep tissue, Range of motion,some Stretching, Relaxing Swedish touch and Reiki.Strong caring hands and gentle heart-YOU RELAX & ENJOY!Michael, LCMTshow contact info(Phone calls only- no blocked nembers)","9/21/2017 14:57",38.8256,-77.1236,NULL,2017-09-24,CL1
"=?=~~~~~~ WHEN YOU NEED REAL MASSAGE ~ WE HAVE WHAT IT TAKES *********",https://washingtondc.craigslist.org/nva/thp/d/when-you-need-real-massage-we/6315380286.html,"_,__ALEXANDRIA,SPRINGFIELD","~ ___M & M WELLNESS CENTER___~Take a Mini Vacation To " MNM " Today![__The Best Asian Relaxation Massage__]Swedish / Shiatsu / Deep Tissue MassageTalented and Delightful Asian Staff / Luxurious ShowerExperience the Difference. Nothing compares! Sincerely Pampering You With Only The Best Asian Staff6080 Franconia Rd. Suite-C 2nd FL. Alexandria, VA 22310Open Daily 10am To 10pm - SUNDAY 10am To 9pm7 0 3 - 3 4 1 - 6 7 7 6","9/21/2017 14:57",38.7833,-77.1467,"6080 Franconia Rd",2017-09-24,CL1
"===============MASSAGE BY BEAUTIFUL AND TALENTED ASIAN MASSEUSES",https://washingtondc.craigslist.org/nva/thp/d/massage-by-beautiful-and/6315379218.html,"['__,IN,TOWN","[' AROMA THERAPY =============================== GRAND OPENING!  ===============================5 Star Level of MassageSwedish / Shiatsu / Deep Tissue MassageTalented and Delightful New StaffOpen Daily - 10AM TO 9pmSunday: 12PM TO 5PMTEL:  show contact info====================== #1 MASSAGE IN TOWN!","9/21/2017 14:56",NULL,NULL,NULL,2017-09-24,CL1
"??____All the Right Elements for the Ultimate Massage Experience____",https://washingtondc.craigslist.org/nva/thp/d/all-the-right-elements-for/6315378837.html,_SPRINGFIELD,"____BLUE THERAPY____  GRAND OPENING! - ALL NEW STAFF " We Have Only One Mission - To Make You Feel Fantastic " Deep Tissue / Swedish / Shiatsu / Massage  Luxurious Shower / Comfortable Rooms  Open Daily: 10AM To 10PM  Beautiful Asian Staff Tel:  show contact infoCall & Visit Us, You\'ll Be Glad You Did....5532 Hempstead Way, Suite-G Springfield, VA 22151","9/21/2017 14:56",38.7999,-77.1862,"5532 Hempstead Way",2017-09-24,CL1
"--------------------------YOUR UNFORGETTABLE EXPERIENCE OF MASSAGE !------------",https://washingtondc.craigslist.org/nva/thp/d/your-unforgettable-experience/6315378005.html,"________,TYSON,S,VIENNA,McLEAN","_____* G & G Wellness Center * _____ 7 0 3 - 4 6 2 - 9 1 6 1There Is Actually Only One Really Perfect Asian Spa" Your Satisfaction Is Our Ultimate Goal !! "Enjoy Serene Relaxation and Opulent Luxury* Deep Tissue / Swedish / Shiatsu Massage * Luxurious T. Shower * Dry Sauna * Hot Towel Treatment * Open Daily / 10 To 10* Feel Better Today..The Oriental Way *" Your New Destination For Marvelous Asian Massage "8450 Tyco Rd. Suite-C Vienna, VA. 22182","9/21/2017 14:55",38.9335,-77.2368,"8450 Tyco Rd",2017-09-24,CL1
"???? YOU HAVE NEVER SEEN ASIAN MASSAGE LIKE THIS BEFORE___________",https://washingtondc.craigslist.org/nva/thp/d/you-have-never-seen-asian/6315376583.html,"[ , ]__,VIENNA,TYSONS","[[=]]__WELCOME TO BEST ASIAN MASSAGE IN TOWN!__[[=]]" Comfortable & Serene Environment! "VIP\'s Facility Is Renowned For Its ServiceThe Spa Is Absolutely Spotless, Tranquil & Very ComfortableYou Will Feel Right At Home From The Very First Moment You Walk InDeep Tissue / Swedish / Shiatsu Massage Friendly Asian StaffOpen 7 Days / 10AM TO 10PMRefreshing Table Shower 7 0 3 - 9 9 2 - 9 7 0 0  2240 Gallows Rd. Suite B Vienna, VA 22182","9/21/2017 14:54",38.9042,-77.2227,"2240 Gallows Rd",2017-09-24,CL1
"ALL NEW! ?? OCEAN CITY MASSAGE ?? EXEMPLARY SERVICE??",https://washingtondc.craigslist.org/nva/thp/d/all-new-ocean-city-massage/6315335030.html,"ANNANDALE,VA","ANNANDALE AREA\'S BEST! All NEW Asian Bodyrub.Indulge and be rejuvenated...  OCEAN CITY MASSAGE  Indulgent Pampering and Asian Massage!!  Best Asian Staff EVER-- fact!!!!!   Swedish | Shiatsu | Deep tissue | Dry Sauna "a truly unforgettable experience."  CALL US NOW! DON\'T MISS OUT!Open 10am-10pm Every Day! CC\'s Accepted.  show contact infoAccept no substitute! We are the Best! 5029 Backlick Rd, UNIT #B, Annandale, VA 22003","9/21/2017 14:28",38.8150,-77.1868,"5029 BACKLICK RD.",2017-09-24,CL1
"?? HERNDON SPA - THE ABSOLUTE OPPOSITE OF ORDINARY - MUST SEE! ??",https://washingtondc.craigslist.org/nva/thp/d/herndon-spa-the-absolute/6315329286.html,"_HERNDON,VA","It\'s all about you! ELEGANT--ASIAN--BODYWORK! Serene Music, lavish private therapy rooms [[HERNDON THERAPY]]  where every detail has been thought of for the ultimate pampering. "Best Massage, Sauna and Relaxation ever!!!!"  Our trained staff are available for stress relieving massage.  The most lovely therapists in town! Open 7 Days 10am-10pm. CC\'s Accepted. CALL TODAY!  show contact info   This spa KNOWS how to take care of you. 201 Elden Street #204, Herndon, VA 20170","9/21/2017 14:24",38.9664,-77.3689,"201 ELDEN STREET",2017-09-24,CL1
"WE REALLY THINK YOU'LL LIKE THIS. THE MASSEUSE YOU'VE BEEN WAITING FOR",https://washingtondc.craigslist.org/nva/thp/d/we-really-think-youll-like/6315327349.html,"_FAIRFAX,VA","["A SPA LIKE NO OTHER!    PINE TREE SPA   ALL NEW BEAUTIFUL Staff! a truly unique experience you won't forget. Absolutely amazing -- don't hesitate, just GO!  Call NOW!!  --show contact info-- massage, relaxation therapy and more...Table Shower and Dry Sauna too!Open Every day 10am-10pm. CC's Accepted.Let us pamper you like a VIP9512-C Lee Highway, 2nd Floor, Fairfax, VA 22031 "]","9/21/2017 14:23",38.8604,-77.2649,"9512-C Lee Highway",2017-09-24,CL1
"?? BACK BY POPULAR DEMAND:  THE MOST SOUGHT-AFTER ASIAN MASSEUSE??",https://washingtondc.craigslist.org/nva/thp/d/back-by-popular-demand-the/6315325251.html,"FAIRFAX,VA",""best-kept secret - but it shouldn\'t be" Our most popular Asian masseuse!    GARDEN SPA   GUARANTEED STRESS RELIEF!So Much More Than Just The BestEXTRAORDINARY is an understatement.Call Now or Just Stop By!  --show contact info--   Heavenly Service - EVERYTIME!! Swedish - Shiatsu - More! Open Every day 10am-10pm. CC\'s Accepted.  an Experience which never should be missed!9516-B Lee Highway, Fairfax, VA 22031","9/21/2017 14:22",38.8604,-77.2649,"9516-B Lee Highway",2017-09-24,CL1
"MIKO'S SPA. A SPA GOER'S DREAM. EXCELLENT LOCATION AND INCREDIBLE SPA",https://washingtondc.craigslist.org/nva/thp/d/mikos-spa-spa-goers-dream/6315304415.html,"CHANTILLY,VA,MINUTES,FROM,THE,AIRPORT",""All spa-goers should be required to experience this!" "Incredible Service, Staff, Experience"   MIKO\'S SPA Luxurious Asian Massage Perfection!  Incredibly luxurious asian styled spa  STELLAR Asian Staff  very beautiful decors, spacious and clean  Swedish - Shiatsu - Deep Tissue - Acupressure  The best experience of any spa; Surpasses 5 star spas! Open Mon-Sat 10am - 8:30pm, Sun 11am - 6pm Call NOW!  show contact info   14155 Robert Paris Ct., Chantilly, VA 20151","9/21/2017 14:08",38.8867,-77.4457,"14155 Robert Paris Ct.",2017-09-24,CL1
""[["'Now is the Best Time for a Relaxing Great Massage! "]]"'",https://washingtondc.craigslist.org/nva/thp/d/now-is-the-best-time-for/6315297850.html,"Herndon,Reston,Dulles,Sterling,Chantilly","World Therapy provides you with the Ultimate in Massage Therapy!We offer: Shaitsu, Swedish Massage, Hot Stone Therapy, Deep Tissue and Aromatherapy Refresh with a Luxurious Table Shower. We now Offer a Choice of 4 Naturally Scented Organic Soaps!  VISIT & RELAX TODAY!  Relax in a Comfortable Private Room, with Soothing Music. Unwind with a Nice Natural Wood Hot Sauna, Never feel rushed. Enjoy a Soothing Massage with Our friendly Asian Staff Open 7 Days Call Us! 1039 Sterling Rd. Suite 102, Herndon, VA 9:30AM to 11:00PM8 Minutes From Dulles Airport","9/21/2017 14:04",38.9683,-77.3971,"1039 Sterling Rd.",2017-09-24,CL1
"?? HEALING BODYWORKS ?? ASIAN MASSAGE | GRAND REOPENED NOW!",https://washingtondc.craigslist.org/nva/thp/d/healing-bodyworks-asian/6315290919.html,"ARLINGTON,VA","[" Healing Bodyworks  Premium Asian Massage!   All New Staff!  Under Totally New Management  Comfortable Private Rooms   Skilled & Friendly Asian Staff  Outstanding Courteous Service  Immaculately Clean   Refreshing Shower  Swedish, Shiatsu, Deep Tissue, & Relaxation Massage Available  Convenient Parking Day & Night  Open 7 Days 10am -- 11pm  All Credit Cards Accepted  Call Today!   show contact info 5133 Lee Highway, Arlington, VA., 22207*Right On Lee Hwy., In The Strip Mall Across The Street From Wendy's...(Private Parking Is Available In Back Of Building) "]","9/21/2017 14:00",38.8966,-77.1317,"5133 Lee Highway",2017-09-24,CL1
"??????5 STAR ASIAN MASSAGE / SHIRLINGTON THERAPY ??",https://washingtondc.craigslist.org/nva/thp/d/5-star-asian-massage/6315288010.html,ARLINTON,"[" Welcome To SHIRLINGTON THERAPY  WORLD-CLASS SERVICE If You Appreciate Exceptionally Good REAL Asian Massage and Some Much Needed Personal Pampering To Recharge and Destress Then You're Looking At The Right Ad... Our Therapy Is The Place To Be For Your Much Needed Relaxation !! Swedish - Shiatsu - Deep Tissue - Massage  Table Shower Available - CC Aceppted  Mon - Sat / 10AM To 12AMSunday: 10AM - 10PMshow contact info2249 S Shirlington Rd #C, Arlington, VA 22206 "]","9/21/2017 13:58",38.8496,-77.0840,"2249 S Shirlington Rd",2017-09-24,CL1
"=?=****** WHEN YOU NEED REAL MASSAGE ~ WE HAVE WHAT IT TAKES *********",https://washingtondc.craigslist.org/nva/thp/d/when-you-need-real-massage-we/6315287395.html,"_CHANTILLY,Near,Dulles,Airport_","== UNDER NEW MANAGEMENT ====_FAR EAST THERAPY_==Unforgettable Soothing And Relaxing Asian THERAPEUTIC MassageYou\'ll Experience The True Asian Massages like Never Before!" Nothing Compares to Our Best Asian Massage " Deep Tissue Swedish  Shiatsu Massage Hot Pad  Hot Towel Treatment Dry Sauna & Clean Shower OPEN DAILY 10AM~10PMTEL: 7 0 3 - 8 1 7 - 0 7 7 0Location: 4229 Lafayette Center Dr. Ste#1775 Chantilly, VA 20151_Near Dulles Airport_","9/21/2017 13:57",38.9067,-77.4757,"4229 Lafayette Center Dr",2017-09-24,CL1
"Asian professional Female therapist",https://washingtondc.craigslist.org/nva/thp/d/asian-professional-female/6315199127.html,Woodbridge,"New arrived professional  pretty Asian female massage therapist here professional massage therapist .. W4M best massage.Deep Tissue and Swedish Oil massage on a relaxing body work Table.. Private new apt here will be safe clean and private...Nice shower available at your request... True W4M experience...Trimming/Shaving will be available Pls call  show contact info to make appointment Hope to hear from you soon!CiCi","9/21/2017 13:03",38.6760,-77.3163,Woodbridge,2017-09-24,CL1
"Relax and rejuvenate, new professional masseuse! Daily special ??",https://washingtondc.craigslist.org/nva/thp/d/relax-and-rejuvenate-new/6315272330.html,Vienna,"JJ Massage offers several massages that will be sure to bring you relaxation and rejuvenation!Our current special includes $50/1HR Deep TissueWe also offer $80/90MIN and gift certificatesCall now to make a reservation at  show contact info or walk right in!Our Hours:Weekdays - 10AM-9:30PMWeekends - 10:30AM-9:00PM","9/21/2017 13:48",38.9081,-77.2566,"111 Berry St SE Suite 102",2017-09-24,CL1
