index,combined,type
855,"Welcome to Ceder Massage, your local professional massage service located at 6035 Bakers Ferry Rd, #230, Atlanta, GA 30336Service : Soft massageKneading MassageSwedish massage, Deep tissue Massage, Hot Stone Massage, Reflexology, Pregnancy Massage, four hands massage and Couples Massage etc.Are you feeling stressed today? We welcome you to come in and experience the most relaxing massage in a very clean and quiet setting.accept payment in cash or credit card.6035 Bakers Ferry Road Southwest , Atlanta, GATEL: show contact infoWaiting for your arrival?¯è?É?ù???¯è?É?ù?Ê Female & Male ?¯è?É?ù???¯è?É?ù?Ê$10 OFF ?¯è?É?ù??",thp
856,"   ---Grand Opening--Lan Spa Massage---   We Offer : 1.Full body massage2.Deep tissue/ soft tissue3.Hot stone therapy massage4.Back-Walking Massage5.Foot massage6.Combo massageWe accept cash and credit cardsPlease call us :  show contact infoOpen 7 days 10:00AM-10:00PMAppointment and Walk-ins WELCOME 618 Eagles Landing Pkwy, Stockbridge, GA 30281     LAN SPA MASSAGE",thp
857,"ACUPUNCTURE FOR MALE HEALTH CONCERNShttp://www.acupunctureformenshealth.com show contact infoThe practitioners with Acupuncture For Men's Health are specialists in male health concerns. Erectile Dysfunction Premature Ejaculation  Inhibited Ejaculation Low & High Libido Frequent, Hesitant, Urgent Urination Prostatitis Hernia Groin pain Hemorrhoids Hair loss Diabetes High blood pressure Cholesterol Insomnia Sore joints and muscles Weight Loss, Gas, BloatingGoutArthritisInjuries.... and other general health related concerns. Treatments are relaxing and informative, personable and professional. Needles are placed in legs, feet, arms and back, and DO NOT HURT, you might even take a nice relaxing nap. Note: We do not need to place needles directly in the genitals when treated for sexual health concerns. Call  show contact info to talk to an acupuncturist for information and scheduling. show contact infoTreatments are confidential and private. Does your insurance plan cover acupuncture? Tuina and Shiatsu massage also available by some practitioners along with acupuncture treatments.    ERECTILE HEALTH, Stress, Diabetes, Insomnia, Blood Pressure, Pain",thp
858,"Delightful Spa, Best Asian Massage.Healing Hands  HOT STONE THERAPY, Deep Tissue, Swedish massageDry Sauna Room for your comfort.Walk-in's Welcome CALL NOW:  show contact infoSee you soon    Delightful Spa",thp
859,"Greetings,I'm Sundae, with Essence of touch massage, and thank you for viewing my ad. I offer deep tissue and gentle touch massage, with hot stones and back scrub. I work from home, in a serene and fully equipped environment. I also provide complimentary shower, clean towels and refreshments. I'm located in Sandy Springs, and I take appointments all throughout the day. Call, text or email me for address and availability. ~Thank you!!    ESSENCE OF TOUCH MASSAGE",thp
860,"show contact infoOOoOlala MaSsage Come & Get ItFull Body Relaxation DISCOVER THE BEST!!!OOOLALA MASSAGE OOOLALA COME RELAX RELEASE REWIND ?CALL NOW 4 SPECIALS LET US PAMPER U TODAY!!!show contact info70/30CALL NOW 4 SPECIALS!!! :)    PlEaSaNtDaLe RoAd, AtLaNtAshow contact info Peace To You!!!    (678) 895-3308 Call Paige** OOoOlala MaSsage BLaCK SECrETS  ****!!",thp
861,"    ~~Welcome to try the best Asian Massage in Duluth: MinMei Massage     Special Discount Offer: One hour Free with 10 Visits    show contact info   3182 Steve Reynolds Blvd, #109, Duluth, GA 30096 Éù?Welcome to try the best Asian Massage~Éù?~Please call 770-623-6836",thp
862,"Release all the tension from your day and in your world...RELAX AND UNWINDClose your eyes and enjoy:***Swedish Massage***Deep Tissue Massage***Shiatsu Masage***Reflexology session***Hot & Cold Stone Massage***Soft Touch Massage***Custom Svcs availableorPamper yourself with:***Body Scrub using organic sugar and sea salts to detox,exfoliate,hydrate and purify your skin.***Custom Esthetics***Bodywraps and Parafin DipsNO TEXTING...Manscaping and Waxings and more...I am a LCMT of hispanic, asian and black decent. Ive studied eastern vs western medicine. I was taught to heal the body as a whole and u will have an overall better well being. Time is of the essence with me.Renew your mind body and spirit...Hot oils, Hot towels,aromatherapy by candlelight are included in all sessions. Taylor show contact info...until we meet...Like my Facebook page ntrlhealing and contact me there anytimeI am now also offering mobile spa services for VIP clients or repeat clientele in upscale locations.Over 15 miles travel fees applyGift Certificate Available, Military discount, ask about our referral program and repeat customer discountsVIP privacy contracts...*Ask about Holiday $pecial    Total Body Therapy",thp
863,"OFFERING A RELAXING SWEDISH MASSAGE BY A BEAUTIFUL, FIT LATIN THERAPIST WITH YEARS OF EXPIRIENCE. LOCATED IN A CLEAN, COOL OFFICE SETTING, YOUR STRESS WILL BE RELIEVED AND YOU WILL LEAVE FEELING REVIVED AND REFRESHED. SKILLED HANDS, SOFT MUSIC, GOOD COMPANY... ALL THE INGREDIENTS FOR A GREAT EXPIRIENCELOCATED OFF GA 400 EXIT 7CALL EVA AT  show contact infoATTRACTIVE PROFESSIONAL LATIN SWEDISH STYLE MASSAGE",thp
864,"Great Special Offer at  Empress Massage(near by the Sugarloaf Mills Mall)1820 North Brown Rd. suite 20, Lawrenceville, GA 30043Spa Special for our Lawrenceville Location: Monday - SundayEarly Bird Special 10:am to 2:pm: $5  off your 60 minute or 90 minute Full Body Regular Massage.Only at Empress Massage 1 Lawrenceville. ( Couple or Combo massage already discounted )Free Hot Stone with every foot and Body Massage.Please visit our Website. www.empressmassage.netOur Service Includes:Deep Tissue ( Chinese Traditional )Thai MassageSwedishSports MassagePre-Natal MassageShiatsuAcupressureFoot MassageHead to Toe ( special Foot Massage )Combination Massage ( Body, Arms & Feet )Table ShowerCuppingBio Electric MassageCall Store Number  show contact info to Schedule Appointment$45 for 1-hr Regular Body Massage 10am-2pm 7 Days Early Bird Special",thp
865,"  Welcome to A1 Massage Grand Opening     Summer Special Discount $50/Hr Body Massage    Please Call  show contact info   Location: 2620 Cobb Pkwy SE, Ste 2A, Smyrna, GA 30080Éù?Summer Special Discount Éù?678-401-2608 Éù?A1 MassageÉù?",thp
866,"GRAND OPENING!!!!!!Welcome to WELLNESS MASSAGE!Male & Female Massage TherapistWe give you best relaxation, and high quality services We offer soft music, very clean comfortable rooms and relaxing environment we are professional licensed and well trained. . Your satisfaction is our final purpose. Our treatments include:1.Full body massage2.Foot massage3.Deep tissue4.Knee massage5.Hot stone therapy massage6.Couples massage7.Body ScrubOpen 7 days,Walk Ins are WelcomeMon-Sat: 10:00am - 10:00pm Sunday: 12:00am - 10:00pmCall: show contact infoPlease visit our website: http://www.wellnessmassagehouse.comAddress:125 Ernest w Barrett Parkway,Unit #110, Marietta, GA 30066(Across from Stein mart & behind Chase Bank Next to QT gas station)See you soon!!!!!    Éù?Éù?-$49.99/hour--BEST Asian Massage--Grand Opening-Éù?Éù?",thp
867,"Welcome to Lin's Perfect Massage Beautiful & Sweet Asian Staff Are Ready To Give You BEST ServicePrivate massage rooms, clean, quite and comfortable Authentic massage will reduce stress,  improve circulation, stimulate nerve function,improve immune function, and increase your energy. Detoxification 4 Hands Available   Table Shower $10  Free Hot Stone Tel:  show contact infoOpen 7 days  10AM - 9:30PM (sunday 11am-9.30pm)2695 Sugarloaf Pkwy, #400,Lawrenceville, GA 30045 == MAP==      Body Massage  / deep tissue / swedish / Relax Oil Massage/ Detoxification  come now to enjoy our great quality massageHelp your body and mind relax while improving your overall health!Walk-ins welcome! ?¯è?É??É???õÉ???™4 Hands  Table Shower SOOTHING RELAXING ?õ??É??678-225-0800",thp
868,"*****GRAND OPENING*****MINERVA MASSAGE  2710 HWY 34, NEWNANCOME TRY ""NOW"" WHAT YOU HAVE BEEN MISSING!!!!! ""TODAY""!!!!!PHONE #  show contact info    HOURS--Monday Thru Sunday    9:30 AM  till 9:30 PM  for your convenience.FOR BETTER HEALTH, TREAT YOURSELF AND YOUR BODY TO A **BETTER MASSAGE**.We offer Deep Tissue, Swedish, Hot Stone and Foot Reflexology. One Hour Massage $60; 90 Minutes $90. half hour $40.Foot Massage one hour $30; half hour $20. We offer several combinations of massages, and we offer couples massage in adjoining rooms.WE ACCEPT cash (of course), all major credit cards, including AMERICAN EXPRESS.MINERVA MASSAGE 2710 HWY 34, NEWNAN",thp
869,"  Massage $10 off  only for back massage, 10am - 1pm  (appointment only)  Open 7 Days a Week :10am - 10pm  Foot Massage  Back Massage  Combo Massage   Chair Massage  Gift Card Available We offer Foot massage, Back massage, Combo and Chair massage. Conveniently located at winder, GA, stop in on your way home and take a well-deserved break in the middle of the day!  Address:64 E. May St. #A Winder, GA 30680website: https://bestfootmassage.wixsite.com/bestfootforward Appointment and Walk-ins WELCOMETel:  show contact infoÉ??É?? Best Foot Forward É??É?? 770-586-0011",thp
870,"My Massage is the Perfect Combination of Healing and Happiness...Including Deep Tissue, Swedish, and Gentle Touch. A Pleasurable Experience that is Unique and Unforgettable. I am a Licensed Massage Therapist and I will be the Best Part of Your Day!Incalls Only in a Private and Safe Environment.FULL BODY MASSAGES CUSTOMIZED FOR YOUR LIKINGWarm TowelsShower Available Organic and Natural unscented OilsSoft MusicCandle LightAsk me for rates and special packages starting at $100.Cash/CC w/ 5% Processing Fee9am - 8pm Weekdays and Weekends. By Appointment OnlyCall or Text. No blocked numbers please.  show contact info?¯è?è???The Perfect Combination of Happiness and Healing",thp
871,"Great Location! Great Massages! Great Prices!!!Body Massages: 1hr/$50, 90mins/$70, 2hrs/$90(Swedish, Deep Tissue, Chinese Tui-Na, Shiatsu, Sports Massage,...)Foot Massage (Reflexology): 30mins/$20, 1hr/$30900 Mansell Rd. #16Roswell, GA 30076(Mansell Oaks Shopping Center)Open Hours:Mon - Sat: 10am - 10pmSunday:     12pm - 10pmTel:  show contact infoshow contact infoWalk-Ins Welcome!Massage Nova - New Location Grand Opening:  90mins/$70,  2hrs/$90",thp
872, ,thp
873,"Welcome to DAILY MASSAGEopen 7days, 9 am to 9 pm.CALL  show contact info300 village center dr suite 110 woodstock ga 30188(by aldi and advanced auto parts)we provide comfortable and clean private room.Experience our relaxing chinese massage)we also offer M4M massageOur treatments include:*Full Body Massage*Foot Massage*Deep Tissuse*soft tissue*knee massage*chair massage***4 HANDS massageFREE HOT STONE added to any massage.Come give us a tryCALL us at  show contact infoAisan massage in woodstock (HWY92/Woodstock/roswell/kennesaw)",thp
874,"AMAZING EXPERIENCE!! ROSE Massage(Roswell)** Private massage rooms * Clean * Quite & Comfortable** Professional * Asian Massage Therapists** Best prices & better service with our advanced professional procedures** Relieve your pain and stress from your neck, shoulder, arm and backOur wonderful Staff Are Ready To Give You the best massage in Town!!Open 10:00AM - 9:30PM 7days/week Tel:  show contact infoAppointment or Walk-ins Welcome!Add: 11235 Alpharetta Hwy Suite 133 Roswell GA 30076(Same as Just Brakes Shopping Center)====Google map====Services: Full Body Massage / Vichy Shower / Knee Massage / Couples Massage Deep Tissue/Soft Tissue / Hot Stone Therapy Massage / Back Walking Massage Gift Cards Available! É??É??New sweet  Asian staff just arrived forÉ??É??Only$39.99/hr",thp
875,"---- Rose Massage (Norcross)  ----Clean RoomsRelaxing HoursProfessional Massage TherapistsBest in Town FANTASTIC RELAXING MASSAGE!Open Mon-Sun: 10:00am - 10:00pm é?è?É?ù??é?è?É?ù??Grand_Opening Special $39.99/hr.(5245 Buford hwy, Norcross)",thp
876,We have Back walking massageSwedish oil massageDeep tissueHot stone massageFoot massage We have nice staff waiting for you to join us.Location Forsyth county .Call  show contact infoGolden Massage,thp
877,Deep Swedish massage1 hour is$100Inman Park private studiotext for quickest responsetext your name and time that works for you47 5.11 185guy next door type    M4M,thp
878,"Relaxing  Professional Massage Therapists  FANTASTIC RELAXING MASSAGE EXPERIENCEPhone:  show contact infoAddress: 6099 BUFORD HIGHWAY STE E NORCROSS GA 30071NEXT TO BURGER KING CROSS STREET JIMMY CARTER      Open Mon-Sun: 9:00am - 11:00pm FREE SHOWER AND HOT STONE SERVICES!!!!Appointment acceptable OR Walk-ins Welcome ________________________________________We provide the best massage services in the town. Friendly  Staffs Our clean, comfortable service room and professional therapists will work for you. Getting rid of your stress! Come and Relax  ________________________________________Full Body Massage Knee MassageCouples MassageDeep /Soft FOUR HANDSHot Stone TherapyBack Walking MassageCouple's MassageThis is the perfect romantic, birthday, or holiday gift for you and your spouse! Two skilled massage therapists attend to you and the person you love.Hot Stone MassageGreat for stress reduction or relief of modest aches and sports pains.Full Body Oil MassageA relaxing systematic stimulation of the soft tissue and muscles. This rhythmic flowing massage style relieves stress and imparts greater feelings of well-being.Four-Hand MassageEnjoy an extraordinary experience from two massage therapists working together on you in harmony using synchronized massage techniques that flow seamlessly over the entire body.Foot Reflexology MassageEnjoy a healthful and stimulating experience for tired feet. Your foot reflexology massage therapist will apply pressure to specific points on your feet to stimulate blissful whole body rejuvenation.Éù?ã?èÉù?GRAND OPENING!!! FUSHENG MASSAGE SPA (NORCROSS)",thp
